"","x","y"
"1",2.01346024638042,4.29714250132183
"2",1.40438915230334,4.29435868501049
"3",-2.33320273691788,-8.02864014977373
"4",3.15421536099166,9.03697658955584
"5",4.82986867893487,14.7049917996031
"6",-4.72732935799286,-13.0051706328185
"7",3.37490403326228,8.64760088176368
"8",1.03240729076788,5.40862040363729
"9",0.674533697310835,1.60839999149534
"10",3.20052812574431,9.14695114180067
"11",-2.48428722377867,-7.55617903169512
"12",0.0549403065815568,1.0727797986287
"13",3.67538103368133,9.76389410482445
"14",4.58181572146714,12.9651621040878
"15",0.456977002322674,1.30561855635884
"16",-3.60419250791892,-8.55904502403898
"17",4.55339340725914,13.0259586933375
"18",-1.07506197178736,-2.42095938591431
"19",-2.31514802202582,-6.87937093981932
"20",0.722068308386952,3.16127954752083
"21",4.12143760127947,10.516524350582
"22",4.34292036807165,11.6769568199589
"23",3.80486084613949,10.7123344875802
"24",4.45694766007364,11.3165244028821
"25",3.14989366568625,8.99636431622751
"26",-4.67224054504186,-12.8173866112672
"27",4.42709367256612,11.4242512792203
"28",4.47738440241665,10.527772444503
"29",4.02091267285869,10.3198734997949
"30",0.522662112489343,2.02413856108634
"31",-2.75113802170381,-7.97928671621002
"32",4.30713028414175,13.0315128811026
"33",-2.59934515459463,-7.88603122125517
"34",4.3490058882162,11.0771380517827
"35",-0.526661400217563,-1.31407599474365
"36",-3.27017131028697,-10.5450250882589
"37",3.46657464047894,10.940954562408
"38",-0.736541142687201,-2.2410455631057
"39",4.57305241841823,14.8322064925342
"40",-3.64578793291003,-10.625522287375
"41",2.93857429176569,7.86379676050386
"42",3.8649853435345,11.7556168972508
"43",-4.83315540477633,-13.1942674411237
"44",-4.4791217893362,-14.0127741292885
"45",3.23329182574525,9.07723109904225
"46",0.419621970504522,1.63913582478849
"47",1.57454801024869,3.53307110174491
"48",-4.27226722240448,-11.0882038712298
"49",0.312011647038162,0.248472793645192
"50",-1.38336600502953,-3.60085305484603
"51",-3.12580218072981,-7.56475957026537
"52",-0.373262767679989,-1.45845255969584
"53",-1.1890794779174,-3.34629654701256
"54",3.64479542942718,10.6612087962727
"55",2.63433203566819,5.24841562537095
"56",-4.75224809255451,-13.7859683819679
"57",0.236902774777263,-0.623336848795095
"58",-4.26183698466048,-11.2018082772834
"59",-1.03933049831539,-3.55074395756421
"60",3.46003754064441,9.73189790965159
